year,title,authors,link
2015,Grasp Type Revisited: A Modern Perspective on a Classical Feature for Vision,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yang_Grasp_Type_Revisited_2015_CVPR_paper.html
2015,Learning Hypergraph-Regularized Attribute Predictors,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Huang_Learning_Hypergraph-Regularized_Attribute_2015_CVPR_paper.html
2015,A Coarse-to-Fine Model for 3D Pose Estimation and Sub-Category Recognition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Mottaghi_A_Coarse-to-Fine_Model_2015_CVPR_paper.html
2015,Deep Neural Networks Are Easily Fooled: High Confidence Predictions for Unrecognizable Images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Nguyen_Deep_Neural_Networks_2015_CVPR_paper.html
2015,Deformable Part Models are Convolutional Neural Networks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Girshick_Deformable_Part_Models_2015_CVPR_paper.html
2015,Hypercolumns for Object Segmentation and Fine-Grained Localization,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hariharan_Hypercolumns_for_Object_2015_CVPR_paper.html
2015,Mapping Visual Features to Semantic Profiles for Retrieval in Medical Imaging,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hofmanninger_Mapping_Visual_Features_2015_CVPR_paper.html
2015,Event-Driven Stereo Matching for Real-Time 3D Panoramic Vision,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Schraml_Event-Driven_Stereo_Matching_2015_CVPR_paper.html
2015,Graph-Based Simplex Method for Pairwise Energy Minimization With Binary Variables,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Prusa_Graph-Based_Simplex_Method_2015_CVPR_paper.html
2015,Image Denoising via Adaptive Soft-Thresholding Based on Non-Local Samples,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Image_Denoising_via_2015_CVPR_paper.html
2015,3D Scanning Deformable Objects With a Single RGBD Sensor,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Dou_3D_Scanning_Deformable_2015_CVPR_paper.html
2015,Nested Motion Descriptors,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Byrne_Nested_Motion_Descriptors_2015_CVPR_paper.html
2015,Efficient Minimal-Surface Regularization of Perspective Depth Maps in Variational Stereo,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Graber_Efficient_Minimal-Surface_Regularization_2015_CVPR_paper.html
2015,Maximum Persistency via Iterative Relaxed Inference With Graphical Models,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Shekhovtsov_Maximum_Persistency_via_2015_CVPR_paper.html
2015,Deep Hierarchical Parsing for Semantic Segmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sharma_Deep_Hierarchical_Parsing_2015_CVPR_paper.html
2015,Designing Deep Networks for Surface Normal Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wang_Designing_Deep_Networks_2015_CVPR_paper.html
2015,Layered RGBD Scene Flow Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sun_Layered_RGBD_Scene_2015_CVPR_paper.html
2015,Hashing With Binary Autoencoders,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Carreira-Perpinan_Hashing_With_Binary_2015_CVPR_paper.html
2015,SUN RGB-D: A RGB-D Scene Understanding Benchmark Suite,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Song_SUN_RGB-D_A_2015_CVPR_paper.html
2015,Collaborative Feature Learning From Social Media,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Fang_Collaborative_Feature_Learning_2015_CVPR_paper.html
2015,Diversity-Induced Multi-View Subspace Clustering,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Cao_Diversity-Induced_Multi-View_Subspace_2015_CVPR_paper.html
2015,Building a Bird Recognition App and Large Scale Dataset With Citizen Scientists: The Fine Print in Fine-Grained Dataset Collection,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Horn_Building_a_Bird_2015_CVPR_paper.html
2015,Early Burst Detection for Memory-Efficient Image Retrieval,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Shi_Early_Burst_Detection_2015_CVPR_paper.html
2015,Indoor Scene Structure Analysis for Single Image Depth Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhuo_Indoor_Scene_Structure_2015_CVPR_paper.html
2015,Light Field Layer Matting,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Fiss_Light_Field_Layer_2015_CVPR_paper.html
2015,Depth Camera Tracking With Contour Cues,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhou_Depth_Camera_Tracking_2015_CVPR_paper.html
2015,Radial Distortion Homography,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kukelova_Radial_Distortion_Homography_2015_CVPR_paper.html
2015,Efficient Object Localization Using Convolutional Networks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Tompson_Efficient_Object_Localization_2015_CVPR_paper.html
2015,Just Noticeable Defocus Blur Detection and Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Shi_Just_Noticeable_Defocus_2015_CVPR_paper.html
2015,How Do We Use Our Hands? Discovering a Diverse Set of Common Grasps,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Huang_How_Do_We_2015_CVPR_paper.html
2015,Rotating Your Face Using Multi-Task Deep Neural Network,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yim_Rotating_Your_Face_2015_CVPR_paper.html
2015,Is Object Localization for Free? - Weakly-Supervised Learning With Convolutional Neural Networks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Oquab_Is_Object_Localization_2015_CVPR_paper.html
2015,Super-Resolution Person Re-Identification With Semi-Coupled Low-Rank Discriminant Dictionary Learning,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Jing_Super-Resolution_Person_Re-Identification_2015_CVPR_paper.html
2015,Notice of Violation of IEEE Publication Principles: Dual Domain Filters Based Texture and Structure Preserving Image Non-Blind Deconvolution,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yang_Dual_Domain_Filters_2015_CVPR_paper.html
2015,Region-Based Temporally Consistent Video Post-Processing,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Dong_Region-Based_Temporally_Consistent_2015_CVPR_paper.html
2015,Global Refinement of Random Forest,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ren_Global_Refinement_of_2015_CVPR_paper.html
2015,Adaptive Region Pooling for Object Detection,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Tsai_Adaptive_Region_Pooling_2015_CVPR_paper.html
2015,Discriminative and Consistent Similarities in Instance-Level Multiple Instance Learning,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Rastegari_Discriminative_and_Consistent_2015_CVPR_paper.html
2015,MUlti-Store Tracker (MUSTer): A Cognitive Psychology Inspired Approach to Object Tracking,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hong_MUlti-Store_Tracker_MUSTer_2015_CVPR_paper.html
2015,Finding Action Tubes,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gkioxari_Finding_Action_Tubes_2015_CVPR_paper.html
2015,Learning a Convolutional Neural Network for Non-Uniform Motion Blur Removal,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sun_Learning_a_Convolutional_2015_CVPR_paper.html
2015,Complexity-Adaptive Distance Metric for Object Proposals Generation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xiao_Complexity-Adaptive_Distance_Metric_2015_CVPR_paper.html
2015,High-Fidelity Pose and Expression Normalization for Face Recognition in the Wild,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhu_High-Fidelity_Pose_and_2015_CVPR_paper.html
2015,Transformation of Markov Random Fields for Marginal Distribution Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Saito_Transformation_of_Markov_2015_CVPR_paper.html
2015,Sparse Convolutional Neural Networks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Sparse_Convolutional_Neural_2015_CVPR_paper.html
2015,FaceNet: A Unified Embedding for Face Recognition and Clustering,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Schroff_FaceNet_A_Unified_2015_CVPR_paper.html
2015,Cascaded Hand Pose Regression,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sun_Cascaded_Hand_Pose_2015_CVPR_paper.html
2015,Cross-Scene Crowd Counting via Deep Convolutional Neural Networks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhang_Cross-Scene_Crowd_Counting_2015_CVPR_paper.html
2015,The Application of Two-Level Attention Models in Deep Convolutional Neural Network for Fine-Grained Image Classification,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xiao_The_Application_of_2015_CVPR_paper.html
2015,"End-to-End Integration of a Convolution Network, Deformable Parts Model and Non-Maximum Suppression",,https://openaccess.thecvf.comcontent_cvpr_2015/html/Wan_End-to-End_Integration_of_2015_CVPR_paper.html
2015,"A Mixed Bag of Emotions: Model, Predict, and Transfer Emotion Distributions",,https://openaccess.thecvf.comcontent_cvpr_2015/html/Peng_A_Mixed_Bag_2015_CVPR_paper.html
2015,Neuroaesthetics in Fashion: Modeling the Perception of Fashionability,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Simo-Serra_Neuroaesthetics_in_Fashion_2015_CVPR_paper.html
2015,Part-Based Modelling of Compound Scenes From Images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hengel_Part-Based_Modelling_of_2015_CVPR_paper.html
2015,Efficient Parallel Optimization for Potts Energy With Hierarchical Fusion,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Veksler_Efficient_Parallel_Optimization_2015_CVPR_paper.html
2015,Pooled Motion Features for First-Person Videos,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ryoo_Pooled_Motion_Features_2015_CVPR_paper.html
2015,Functional Correspondence by Matrix Completion,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kovnatsky_Functional_Correspondence_by_2015_CVPR_paper.html
2015,Elastic-Net Regularization of Singular Values for Robust Subspace Learning,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kim_Elastic-Net_Regularization_of_2015_CVPR_paper.html
2015,Hardware Compliant Approximate Image Codes,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kuang_Hardware_Compliant_Approximate_2015_CVPR_paper.html
2015,Photometric Refinement of Depth Maps for Multi-Albedo Objects,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Chatterjee_Photometric_Refinement_of_2015_CVPR_paper.html
2015,Predicting the Future Behavior of a Time-Varying Probability Distribution,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lampert_Predicting_the_Future_2015_CVPR_paper.html
2015,Classifier Based Graph Construction for Video Segmentation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Khoreva_Classifier_Based_Graph_2015_CVPR_paper.html
2015,ActivityNet: A Large-Scale Video Benchmark for Human Activity Understanding,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Heilbron_ActivityNet_A_Large-Scale_2015_CVPR_paper.html
2015,Mid-Level Deep Pattern Mining,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Li_Mid-Level_Deep_Pattern_2015_CVPR_paper.html
2015,Prediction of Search Targets From Fixations in Open-World Settings,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Sattar_Prediction_of_Search_2015_CVPR_paper.html
2015,Understanding Image Representations by Measuring Their Equivariance and Equivalence,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lenc_Understanding_Image_Representations_2015_CVPR_paper.html
2015,Effective Learning-Based Illuminant Estimation Using Simple Features,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Cheng_Effective_Learning-Based_Illuminant_2015_CVPR_paper.html
2015,PAIGE: PAirwise Image Geometry Encoding for Improved Efficiency in Structure-From-Motion,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Schonberger_PAIGE_PAirwise_Image_2015_CVPR_paper.html
2015,"Dense, Accurate Optical Flow Estimation With Piecewise Parametric Model",,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yang_Dense_Accurate_Optical_2015_CVPR_paper.html
2015,Single-Image Estimation of the Camera Response Function in Near-Lighting,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Rodrigues_Single-Image_Estimation_of_2015_CVPR_paper.html
2015,Multispectral Pedestrian Detection: Benchmark Dataset and Baseline,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hwang_Multispectral_Pedestrian_Detection_2015_CVPR_paper.html
2015,A Low-Dimensional Step Pattern Analysis Algorithm With Application to Multimodal Retinal Image Registration,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lee_A_Low-Dimensional_Step_2015_CVPR_paper.html
2015,Bilinear Heterogeneous Information Machine for RGB-D Action Recognition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kong_Bilinear_Heterogeneous_Information_2015_CVPR_paper.html
2015,MRF Optimization by Graph Approximation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kim_MRF_Optimization_by_2015_CVPR_paper.html
2015,SALICON: Saliency in Context,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Jiang_SALICON_Saliency_in_2015_CVPR_paper.html
2015,Weakly Supervised Object Detection With Convex Clustering,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Bilen_Weakly_Supervised_Object_2015_CVPR_paper.html
2015,Interleaved Text/Image Deep Mining on a Very Large-Scale Radiology Database,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Shin_Interleaved_TextImage_Deep_2015_CVPR_paper.html
2015,Learning Semantic Relationships for Better Action Retrieval in Images,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ramanathan_Learning_Semantic_Relationships_2015_CVPR_paper.html
2015,Hierarchical Recurrent Neural Network for Skeleton Based Action Recognition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Du_Hierarchical_Recurrent_Neural_2015_CVPR_paper.html
2015,Depth and Surface Normal Estimation From Monocular Images Using Regression on Deep Features and Hierarchical CRFs,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Li_Depth_and_Surface_2015_CVPR_paper.html
2015,Discriminative Shape From Shading in Uncalibrated Illumination,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Richter_Discriminative_Shape_From_2015_CVPR_paper.html
2015,Multi-Manifold Deep Metric Learning for Image Set Classification,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lu_Multi-Manifold_Deep_Metric_2015_CVPR_paper.html
2015,Target Identity-Aware Network Flow for Online Multiple Target Tracking,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Dehghan_Target_Identity-Aware_Network_2015_CVPR_paper.html
2015,Adaptive As-Natural-As-Possible Image Stitching,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Lin_Adaptive_As-Natural-As-Possible_Image_2015_CVPR_paper.html
2015,EpicFlow: Edge-Preserving Interpolation of Correspondences for Optical Flow,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Revaud_EpicFlow_Edge-Preserving_Interpolation_2015_CVPR_paper.html
2015,Learning Coarse-to-Fine Sparselets for Efficient Object Detection and Scene Classification,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Cheng_Learning_Coarse-to-Fine_Sparselets_2015_CVPR_paper.html
2015,Continuous Visibility Feature,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Continuous_Visibility_Feature_2015_CVPR_paper.html
2015,"FlowWeb: Joint Image Set Alignment by Weaving Consistent, Pixel-Wise Correspondences",,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhou_FlowWeb_Joint_Image_2015_CVPR_paper.html
2015,Unsupervised Object Discovery and Localization in the Wild: Part-Based Matching With Bottom-Up Region Proposals,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Cho_Unsupervised_Object_Discovery_2015_CVPR_paper.html
2015,Supervised Descriptor Learning for Multi-Output Regression,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhen_Supervised_Descriptor_Learning_2015_CVPR_paper.html
2015,A Statistical Model of Riemannian Metric Variation for Deformable Shape Analysis,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gasparetto_A_Statistical_Model_2015_CVPR_paper.html
2015,Temporally Coherent Interpretations for Long Videos Using Pattern Theory,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Souza_Temporally_Coherent_Interpretations_2015_CVPR_paper.html
2015,Line-Sweep: Cross-Ratio For Wide-Baseline Matching and 3D Reconstruction,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Ramalingam_Line-Sweep_Cross-Ratio_For_2015_CVPR_paper.html
2015,Simplified Mirror-Based Camera Pose Computation via Rotation Averaging,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Long_Simplified_Mirror-Based_Camera_2015_CVPR_paper.html
2015,On the Relationship Between Visual Attributes and Convolutional Networks,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Escorcia_On_the_Relationship_2015_CVPR_paper.html
2015,Saliency Detection by Multi-Context Deep Learning,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhao_Saliency_Detection_by_2015_CVPR_paper.html
2015,DeepShape: Deep Learned Shape Descriptor for 3D Shape Matching and Retrieval,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Xie_DeepShape_Deep_Learned_2015_CVPR_paper.html
2015,Bayesian Adaptive Matrix Factorization With Automatic Model Selection,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Chen_Bayesian_Adaptive_Matrix_2015_CVPR_paper.html
2015,Joint Action Recognition and Pose Estimation From Video,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Nie_Joint_Action_Recognition_2015_CVPR_paper.html
2015,Fast Action Proposals for Human Action Detection and Search,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Yu_Fast_Action_Proposals_2015_CVPR_paper.html
2015,Joint Multi-Feature Spatial Context for Scene Recognition on the Semantic Manifold,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Song_Joint_Multi-Feature_Spatial_2015_CVPR_paper.html
2015,Large-Scale Damage Detection Using Satellite Imagery,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Gueguen_Large-Scale_Damage_Detection_2015_CVPR_paper.html
2015,A Novel Locally Linear KNN Model for Visual Recognition,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_A_Novel_Locally_2015_CVPR_paper.html
2015,Bilinear Random Projections for Locality-Sensitive Binary Codes,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Kim_Bilinear_Random_Projections_2015_CVPR_paper.html
2015,Combining Local Appearance and Holistic View: Dual-Source Deep Neural Networks for Human Pose Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Fan_Combining_Local_Appearance_2015_CVPR_paper.html
2015,Superpixel Segmentation Using Linear Spectral Clustering,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Li_Superpixel_Segmentation_Using_2015_CVPR_paper.html
2015,Person Count Localization in Videos From Noisy Foreground and Detections,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Chen_Person_Count_Localization_2015_CVPR_paper.html
2015,Good Features to Track for Visual SLAM,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Zhang_Good_Features_to_2015_CVPR_paper.html
2015,Discovering States and Transformations in Image Collections,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Isola_Discovering_States_and_2015_CVPR_paper.html
2015,Generalized Deformable Spatial Pyramid: Geometry-Preserving Dense Correspondence Estimation,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Hur_Generalized_Deformable_Spatial_2015_CVPR_paper.html
2015,Classifier Adaptation at Prediction Time,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Royer_Classifier_Adaptation_at_2015_CVPR_paper.html
2015,Phase-Based Frame Interpolation for Video,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Meyer_Phase-Based_Frame_Interpolation_2015_CVPR_paper.html
2015,Matching-CNN Meets KNN: Quasi-Parametric Human Parsing,,https://openaccess.thecvf.comcontent_cvpr_2015/html/Liu_Matching-CNN_Meets_KNN_2015_CVPR_paper.html
